COMPLEXID,the_geom,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
0,POINT (-74.01099095347567 40.72062547632174),,31568,1,16483,2,1082816,1,05/14/2009 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,5,DoITT,,1002386,THE CITI CHILDRENS CENTER AT 388 GREENWICH ST
0,POINT (-73.87803403405356 40.88158785839223),,81301,2,11370,4,2018257,2,05/14/2009 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,5,EMS,,2030653,BAINBRIDGE NURSIG
0,POINT (-73.91952452389236 40.83162673891378),,150165,2,15309,4,2002827,2,05/14/2009 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,5,FDNY,,2102131,CONCOURSE NURSING HOME
0,POINT (-73.89864377147005 40.669661983730315),,47404,1,7258,2,0,3,05/14/2009 12:00:00 AM +0000,02/07/2011 12:00:00 AM +0000,7,FDNY,,0,CON ED BROWNSVILLE SUBSTATION
0,POINT (-73.93832085174053 40.801604668351224),,69178,1,15250,1,1074330,1,05/14/2009 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,9,NYPD,,1044504,ELMENDORF RFRMD CH
508,POINT (-73.91454175551571 40.6437277260666),X,42582,2,7034,3,3337458,3,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,7,DCP,38477004,3320316,BROOKLYN TERMINAL MARKET BLDG C
0,POINT (-73.93974010544471 40.80645794818967),,69095,2,15261,1,1054092,1,05/14/2009 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,9,EMS,,1044038,METROPOLTN CMMTY METH CH
0,POINT (-73.8184735989236 40.769201424216966),,91555,,9282,2,4108596,4,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,121410,MIMI & FRIENDS DC #1
0,POINT (-73.94884200519901 40.63978994916368),,28669,2,15263,1,3328291,3,05/14/2009 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,9,EMS,,0,ST JEROMES CHURCH
0,POINT (-73.99070790571044 40.74631099498978),,33806,1,1028648,4,1000000,1,10/28/2016 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,7,OTHER,,5174200,HYATT HOUSE HOTEL NY CHELSEA
0,POINT (-73.92802454968135 40.669777801118656),,43370,1,1028649,1,3037153,3,10/28/2016 12:00:00 AM +0000,10/28/2016 12:00:00 AM +0000,9,OTHER,,3045554,GREATER BIBLEWAY TEMPLE APOSTOLIC MECCA
0,POINT (-73.93869871564644 40.828238437656935),,70840,2,3577,1,1060883,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1052595,BETHANY BAPTIST CHURCH
0,POINT (-73.98499067977114 40.75625337146516),,34063,2,2986,5,1022613,1,05/14/2009 12:00:00 AM +0000,11/23/2016 12:00:00 AM +0000,5,NYPD,,1023039,WOODSTOCK HOUSE
0,POINT (-73.96749838668278 40.788267717790724),,37407,1,12030,2,1031607,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,1,EMS,,1028284,EL DORADO
0,POINT (-73.98711862460804 40.745659233242705),,33891,2,17387,1,1015764,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1019208,MARBLE COLLEGIATE CHURCH
0,POINT (-73.8699616082788 40.75864031828312),,83114,2,15769,1,4035061,4,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,EMS,,39632,ALPHA MISSIONARY BAPTIST CHURCH EAST ELMHURST
0,POINT (-73.94162171031577 40.61743692040406),,120764,2,15272,2,3211708,3,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,3266579,ADATH YESHURIM CONGREGATION
0,POINT (-73.94259565350792 40.80808554824891),,173023,1,3722,1,1053577,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,EMS,,1043333,MT MORIAH BAPTIST CHURCH
0,POINT (-73.93836333024821 40.8493719100037),,70973,2,3211,1,1064262,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1057405,HOLYROOD CHURCH
0,POINT (-73.93792868318228 40.849319306254365),,70973,2,3893,2,1064261,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,NYPD,,1057403,SHAARE HATIKVAH CONGREGAT
0,POINT (-73.99574076690446 40.748684794375826),,33648,2,2860,4,1014276,1,05/14/2009 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,7,NYPD,,1017689,VIGILANT HOTEL
0,POINT (-73.9776704429548 40.68542283537433),,237374,1,13382,2,3059183,3,05/14/2009 12:00:00 AM +0000,07/11/2012 12:00:00 AM +0000,7,DoITT,,3075134,WILLIAMSBURGH SAVINGS BANK TOWER
0,POINT (-73.9424518829842 40.80758574564013),,173021,2,1028750,1,1053563,1,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,OTHER,,1043317,PILGRIM CATHEDRAL OF HARLEM
0,POINT (-73.90915706928438 40.67527999668515),,167623,2,1028751,1,3038744,3,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,9,OTHER,,3047512,INTERNATIONAL REVIVAL TABERNACLE
0,POINT (-73.98556168652381 40.75519416217813),,34061,1,1028768,4,1022578,1,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,7,OTHER,,5172875,HILTON GARDEN INN TIMES SQUARE CENTRAL
31,POINT (-74.14683725673413 40.57613638709175),X,110659,2,12813,10,5141708,5,05/14/2009 12:00:00 AM +0000,09/11/2013 12:00:00 AM +0000,4,DCP,53554802,5156289,LATOURETTE GC CLUB HOUSE
451,POINT (-73.84156011718996 40.70133863767218),X,53201,1,1003689,10,0,4,03/25/2011 12:00:00 AM +0000,09/17/2013 12:00:00 AM +0000,4,OTHER,41332506,0,FOREST PARK BUDDY MONUMENT
0,POINT (-73.97954694806769 40.72856675550615),,33251,,6686,1,0,1,05/14/2009 12:00:00 AM +0000,09/03/2013 12:00:00 AM +0000,4,DPR,,0,EL SOL BRILLANTE JR
0,POINT (-73.98645625898489 40.75633686224777),,34054,1,1028769,2,1022581,1,11/21/2016 12:00:00 AM +0000,11/21/2016 12:00:00 AM +0000,13,OTHER,,1023027,ALLIED CHEMICAL TOWER
0,POINT (-73.98008250408459 40.75343694033773),,34179,1,1842,4,1035346,1,05/14/2009 12:00:00 AM +0000,11/07/2011 12:00:00 AM +0000,8,NYPD,,1030693,CHINESE TAIWAN CONSULATE
0,POINT (-73.96890274517486 40.75562421439158),,36125,2,1843,1,1038447,1,05/14/2009 12:00:00 AM +0000,11/07/2011 12:00:00 AM +0000,8,NYPD,,1031752,EQUATORIAL GUINEA APT 6D
0,POINT (-73.9815875929847 40.75569839868894),,34192,2,5894,5,1034221,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,3,EMS,,1030254,HARVARD CLUB
0,POINT (-74.00608173263547 40.70568084881933),,23307,1,13157,6,1000876,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,FDNY,,1000571,WALL STREET PLAZA
0,POINT (-73.95528553151101 40.78697330910113),,37704,1,17252,6,1047422,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,NYPD,,1037260,EPISCOPAL REDEEMER HOUSE
0,POINT (-73.96042050531992 40.81176079528963),,158613,2,13281,6,1059669,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,NYPD,,1050807,JEWISH THEOLOGICAL SEMINARY
0,POINT (-73.98235304412829 40.755938275290355),,34192,2,2383,4,1081059,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,NYPD,,1030248,ALGONQUIN HOTEL
0,POINT (-73.92753224834011 40.82159012043866),,69838,1,5214,5,2117641,2,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,5,EMS,,2002273,BRONX EAU
0,POINT (-73.92117849714634 40.81494877264802),,111543,,5059,2,2000824,2,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,2001748,NEW YORK CHILD RESOURCE CENTER INC.
0,POINT (-73.95706485079971 40.78404348984042),,37599,,11628,2,1047005,1,05/14/2009 12:00:00 AM +0000,12/10/2010 12:00:00 AM +0000,5,DoITT,,1037045,THE SPENCE SCHOOL
0,POINT (-73.92353750671114 40.60678776765221),,41183,1,10734,3,3242303,3,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,10,EMS,,3301734,DAVITA SOUTH BROOKLYN NEPHROLOGY CENTER
0,POINT (-74.12316913067153 40.61533837391383),,12394,2,3894,1,5010456,5,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,NYPD,,5012733,ELIM CHRISTIAN ASSEMBLY
406,POINT (-73.98830363219946 40.69570173798442),X,147974,1,14589,7,3335890,3,05/14/2009 12:00:00 AM +0000,02/16/2012 12:00:00 AM +0000,2,DCP,36705003,3000563,NYC TECH ALLIED HEALTH CENTER
464,POINT (-73.96142860711235 40.773688043064034),X,166012,1,14718,1,1082598,1,05/14/2009 12:00:00 AM +0000,02/17/2012 12:00:00 AM +0000,10,DCP,12469302,1034694,LENOX HILL PRIVATE WARD PAVILION
0,POINT (-73.87385206327085 40.66538915240678),,149121,2,15110,1,3098812,3,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,9,EMS,,3134133,HOLY REDEEMER LUTHERAN CH
0,POINT (-73.91195761631637 40.67890305496607),,118783,,13005,2,3041852,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3051887,LOVE-IN-ACTION DCC # 2
0,POINT (-73.97385221260635 40.75664808197278),,158642,2,2746,4,1089758,1,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,NYPD,,5171482,WALDORF ASTORIA
0,POINT (-73.87627004015637 40.71325871223416),,49552,1,18901,1,4071773,4,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,9,NYPD,,80038,MIDDLE VILLAGE METHODIST CHURCH
0,POINT (-73.98202481006646 40.755821521262085),,34192,2,10771,4,1034220,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,NYPD,,1030251,IROQUOIS HOTEL
0,POINT (-73.98128709674027 40.75596862526839),,34195,1,10767,4,1034234,1,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,EMS,,1030268,CLUB QUARTERS HOTEL MIDTOWN
0,POINT (-74.07374017691083 40.58175476228848),N,301715,1,8415,4,0,5,05/14/2009 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,4,DCP,54850201,0,S BEACH PARK
2245,POINT (-73.94193038089598 40.705118685803804),X,9004761,1,6220,3,3071356,3,05/14/2009 12:00:00 AM +0000,09/07/2012 12:00:00 AM +0000,1,DCP,32055008,3093701,BORINQUEN PLAZA BUILDING 7
2218,POINT (-73.94888899332027 40.68883050641221),X,9003510,1,7466,3,3322152,3,05/14/2009 12:00:00 AM +0000,04/09/2013 12:00:00 AM +0000,1,DCP,31347005,3062997,ARMSTRONG 1 HOUSES BLDG 4
502,POINT (-74.1158391465053 40.63972748069168),X,9007039,2,9546,2,5132994,5,05/14/2009 12:00:00 AM +0000,03/11/2013 12:00:00 AM +0000,1,DCP,53831733,5147797,MARKHAM GARDENS HEATING PLANT
148,POINT (-73.87464193516774 40.67140394979514),X,9002738,2,1016028,3,3323977,3,10/04/2012 12:00:00 AM +0000,03/22/2013 12:00:00 AM +0000,1,OTHER,31178517,3129606,E NY CITY LINE HOUSES BLDG 14
0,POINT (-73.87320682384141 40.66738861358766),X,9003027,1,1016043,3,3324201,3,10/04/2012 12:00:00 AM +0000,03/22/2013 12:00:00 AM +0000,1,OTHER,31178531,3133942,EAST NYC LINE BUILDING 29
514,POINT (-73.87880729250175 40.84761344063916),X,139657,1,13063,6,2000000,2,05/14/2009 12:00:00 AM +0000,03/18/2013 12:00:00 AM +0000,4,DoITT,21545053,0,BX ZOO SOMBA VILLAGE
0,POINT (-73.96578035434788 40.75228172348484),,134691,2,15400,5,1040072,1,05/14/2009 12:00:00 AM +0000,03/08/2013 12:00:00 AM +0000,1,NYPD,,1032540,UNITED NATIONS PLZ CONDO
0,POINT (-73.87144544198921 40.75614928672643),,175503,,15528,1,0,4,05/14/2009 12:00:00 AM +0000,04/26/2013 12:00:00 AM +0000,4,DPR,,0,97TH STREET BLOCK ASSOCIATION
236,POINT (-73.98041110810716 40.59337913821297),X,9000746,2,9521,3,3378169,3,05/14/2009 12:00:00 AM +0000,05/17/2013 12:00:00 AM +0000,1,DCP,35895532,5138615,MARLBORO HOUSES BUILDING 30
0,POINT (-73.82998219078793 40.6913623727121),,55996,,4954,4,4198250,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,EMS,,220520,INDUST HOME BLIND
0,POINT (-74.0152980115961 40.71500811997275),N,18183,2,7447,4,1085867,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,7,DCP,11005001,1000303,EMBASSY SUITES HOTEL
0,POINT (-73.93541087967736 40.641957326095955),,41836,,4911,2,3112078,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,3149943,KID'S KINGDOM
0,POINT (-74.11395559766106 40.633671432172),,13599,1,14051,4,5106588,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5005893,SACRID HART SCHOOL
0,POINT (-74.19074164350174 40.53292911309132),,2820,2,14499,4,5081445,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,EMS,,5105836,OL STAR SEA SCHOOL
0,POINT (-74.10863760905087 40.58194417790142),,11478,2,11261,4,5051508,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5066382,ST CHRISTOPHERS SCHL
0,POINT (-73.9526314745632 40.7157832566773),,35223,1,17395,1,3061862,3,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,9,NYPD,,3079155,OL MOUNT CARMEL CHURCH
0,POINT (-74.24304540774726 40.50941874936528),,271,2,12328,4,5109820,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5121586,OL HELP CHRISTIANS SCHL
0,POINT (-74.12551274837328 40.63328135185788),,10187,1,9379,4,5089719,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5007388,OL MOUNT CARMEL SCHOOL
0,POINT (-74.11731237133266 40.613178904502305),,12507,1,8991,4,5106921,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,EMS,,5021272,ST TERESAS SCHL
0,POINT (-74.21107851196814 40.52635906571849),,1635,1,10133,4,5107789,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5111792,ST JOSEPHS ST THOMAS SCHL
0,POINT (-74.15058205454942 40.54654166870719),,126545,1,13316,4,5107684,5,05/14/2009 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000,2,NYPD,,5085970,ST CLARES SCHOOL
408,POINT (-73.93479121018105 40.57891691764405),X,166801,1,13300,7,3347725,3,05/14/2009 12:00:00 AM +0000,03/27/2012 12:00:00 AM +0000,2,DCP,35405905,0,KINGSBORO CC PHYSICAL EDUCATION
0,POINT (-73.88300335509265 40.648534609728344),,9009270,2,1030602,3,3342903,3,12/01/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,8,OTHER,,3133213,SPRING CREEK POST OFFICE
0,POINT (-73.88592765180937 40.65334475877851),,154273,1,15819,2,3098071,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,3,DoITT,,3132922,SPRING CREEK LIBRARY
514,POINT (-73.87699357004075 40.84659675279798),,139657,1,7346,6,2000000,2,05/14/2009 12:00:00 AM +0000,09/13/2011 12:00:00 AM +0000,4,DoITT,,0,BRONX ZOO - SKYFARI NEAR ASIA GATE
0,POINT (-73.88755910736619 40.65344450387255),,157976,2,1030603,1,3348650,3,12/01/2017 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,OTHER,,5171120,PENN PLAZA SHOPPING CENTER
0,POINT (-73.97536729737142 40.59434971736737),N,25154,1,13181,3,3000000,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,13,DCP,34574001,0,GRAVESEND CEMETERY
0,POINT (-73.86423614136152 40.76143451490625),,177472,,1815,2,4041534,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,46484,JEROME HARDEMAN SR. CCC
0,POINT (-73.97682914925988 40.59184228506437),,25013,2,16211,1,0,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,4,DPR,,0,CUTINELLA TRIANGLE
0,POINT (-74.01391872166927 40.70987164495298),,23077,1,1028730,4,1001063,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,5152370,CLUB QUARTERS HOTEL WORLD TRADE CENTER
0,POINT (-73.85949334278486 40.87494179110166),,87884,2,7405,2,2121102,2,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,5,DoITT,,0,BEACON GRAMMAR EARLY LEARNING ACADEMY
91,POINT (-73.88270404688922 40.66147713341958),X,9008240,2,7286,3,3324289,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,32066504,3132335,BOULEVARD HOUSES BUILDING 3
0,POINT (-73.78460829898458 40.84545449111652),,99576,1,10050,6,2082474,2,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,11,EMS,,2094827,L053
0,POINT (-74.0089274315068 40.70676631517286),,23173,2,1028731,4,1001006,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,1000597,CLUB QUARTERS HOTEL WALL STREET
0,POINT (-73.97449840327194 40.753125394443),,35951,2,1028732,4,1036183,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,1031171,CLUB QUARTERS HOTEL GRAND CENTRAL
0,POINT (-73.97819985769881 40.759956169491),,35852,2,1028733,4,1034511,1,11/15/2016 12:00:00 AM +0000,11/15/2016 12:00:00 AM +0000,7,OTHER,,1030441,CLUB QUARTERS HOTEL OPPOSITE ROCKEFELLER CENTER
0,POINT (-73.96102069372205 40.798252846648886),,38311,1,2305,4,1055612,1,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,NYPD,,1046056,JAZZ ON THE PARK HOSTEL
0,POINT (-73.99311950231593 40.57391527116923),,18367,2,13011,2,3339183,3,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,5,DoITT,,5174418,CONEY ISLAND COMMUNITY DAY CAR
0,POINT (-74.19859171974534 40.60063172222853),,4628,,14557,11,0,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,ARTHUR KILL CHANNEL LIGHTED BUOY 36
0,POINT (-74.15426672513004 40.64194556440291),,9867,,14558,11,0,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,KILL VAN KULL CHANNEL EAST JUNCTION LIGHTED BUOY E
0,POINT (-73.94755681846497 40.8054659395544),,158976,1,1028848,1,1057685,1,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,9,OTHER,,1048041,EBENEZER GOSPEL TABERNACLE
0,POINT (-73.79981761244876 40.70658818655873),,57452,1,1030604,6,4208989,4,12/01/2017 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,5,OTHER,,232203,MONICA HOUSE
0,POINT (-73.97340774257317 40.74999436008186),,127609,2,16258,2,1037546,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,NYPD,,1031517,DAILY NEWS BLDG
112,POINT (-73.95049520019991 40.79030905968711),X,166104,2,14575,3,1082314,1,05/14/2009 12:00:00 AM +0000,02/05/2013 12:00:00 AM +0000,1,DCP,11418006,1040234,CARVER HOUSES BUILDING 5
333,POINT (-73.94767768256486 40.79840373020637),X,9017071,2,8760,3,1080500,1,05/14/2009 12:00:00 AM +0000,02/26/2013 12:00:00 AM +0000,1,DCP,13220503,1040454,TAFT PROJECTS BUILDING 2
152,POINT (-74.00265633817676 40.74911927628062),X,9002326,1,8678,3,1083578,1,05/14/2009 12:00:00 AM +0000,02/11/2013 12:00:00 AM +0000,1,DCP,12027003,1016098,ELLIOTT PROJECTS BUILDING 2
137,POINT (-73.9657044808687 40.797579852445985),X,9007767,1,7978,3,1079375,1,05/14/2009 12:00:00 AM +0000,02/08/2013 12:00:00 AM +0000,1,DCP,11139010,1046476,F DOUGLASS 1 HOUSES BLDG 12
75,POINT (-73.91563874901115 40.810687397377365),X,70170,1,18469,3,2116420,2,05/14/2009 12:00:00 AM +0000,02/22/2013 12:00:00 AM +0000,1,DCP,25267008,9111133,BETANCES 1 HOUSES BUILDING 7
0,POINT (-73.9903446313444 40.67679639734213),,22496,1,16264,2,3255167,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,NYPD,,3010035,MONADNOCK CONSTRUCTION
522,POINT (-73.99853790120301 40.730016579300134),,32414,1,1028849,6,1086188,1,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,5,OTHER,,1010992,NEW SANCTUARY COALITION OF NYC
0,POINT (-73.87584513801457 40.76925124476551),,157097,2,17088,4,4023432,4,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,7,DoITT,,27146,LANDING HOTEL LAGUARDIA AIRPORT
360,POINT (-73.94479788012079 40.789356831862065),X,9005746,2,12918,3,1080681,1,05/14/2009 12:00:00 AM +0000,02/28/2013 12:00:00 AM +0000,1,DCP,12131515,1041657,WASHINGTON PROJECTS BLDG 14
137,POINT (-73.96376637797675 40.79676192599516),X,9007768,2,6248,3,1081300,1,05/14/2009 12:00:00 AM +0000,02/08/2013 12:00:00 AM +0000,1,DCP,11139005,1045875,F DOUGLASS PROJECTS BLDG 7
522,POINT (-73.99513612914294 40.72904258027565),,32572,2,7344,7,1080100,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,2,DoITT,,1011176,NEW YORK UNIVERSITY 19 W 4 ST
0,POINT (-74.15923272337447 40.64775887985393),,5758,,14560,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,KILL VAN KULL CHANNEL LIGHTED BUOY 20
0,POINT (-74.12692905460167 40.68666078239436),,13756,,14562,11,0,,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,NEWARK BAY CHANNEL LIGHTED BUOY 20
0,POINT (-73.8910256053863 40.78529808805259),,187306,,14564,11,0,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,SOUTH BROTHER ISLAND CHANNEL BUOY 9
0,POINT (-73.86736908063418 40.807540678816245),,148750,,14567,11,0,2,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,6,NOAA,,0,BRONX RIVER CHANNEL BUOY 6
0,POINT (-73.91164207017272 40.74269874045617),,145158,1,1028850,4,4440550,4,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,OTHER,,9219978,QUALITY INN HOTEL WOODSIDE
0,POINT (-73.78007300111533 40.66637395774925),,59291,2,1028851,4,4296629,4,12/01/2016 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,7,OTHER,,329251,FAIRFIELD INN HOTEL JFK AIRPORT
0,POINT (-73.91046824032482 40.77294181155284),,68935,1,1030605,5,4016457,4,12/01/2017 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,9,OTHER,,20103,MASJID DAR AL DAWAH MOSQUES
0,POINT (-74.00031657526989 40.76219288797305),,164630,1,15877,4,1027087,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,8,NYPD,,5174114,CHINESE PEO REP CONSULATE
0,POINT (-73.95798731872688 40.63565944721978),,28296,1,15584,1,3120579,3,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,9,NYPD,,3160165,NATIVITY CHURCH OCEAN AVE
0,POINT (-73.92541224582799 40.64819716810305),N,42200,2,9203,1,3104513,3,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,30055901,3141150,PS 244 RICHARD R GREEN
0,POINT (-73.9228083992975 40.76826853710225),N,67806,1,11986,1,4007663,4,05/14/2009 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,40046001,5132349,HENRY THOREAU SCHL
0,POINT (-73.92276760644839 40.768324173200995),N,67806,1,1025328,10,4007663,4,10/06/2014 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,40045901,5132349,30 AVENUE SCHOOL
0,POINT (-73.8481048495786 40.72532806603952),,82423,,5304,2,4051283,4,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,57332,LUCKY STARS OF FOREST HILLS
0,POINT (-73.98177406960095 40.783045067135184),,164911,2,14937,1,1030880,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,9,NYPD,,1027403,WEST END COLLEGIATE CHURCH
0,POINT (-73.98174405770268 40.78318918287811),,164911,2,11889,2,1030880,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,5,DoITT,,1063612,WEST END COLLEGIATE CHURCH PLAYSCHOOL
0,POINT (-73.98124904316686 40.78332733637999),,34524,2,10066,6,1030901,1,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,2,FDNY,,1027429,COLLEGIATE SCHOOL
0,POINT (-74.00155202964879 40.7111639839187),N,23551,2,1025337,13,1001388,1,10/08/2014 12:00:00 AM +0000,12/01/2016 12:00:00 AM +0000,2,DOE,10079701,1001359,MURRY BERGTRAUM EDUCATIONAL CAMPUS
0,POINT (-73.87834361008272 40.734163334077145),,74904,1,11397,1,4064989,4,05/14/2009 12:00:00 AM +0000,12/01/2017 12:00:00 AM +0000,9,EMS,,0,ASCENSION CATHOLIC CHURCH
0,POINT (-74.07659564988526 40.6082700826331),,302871,,16230,4,5093255,5,05/14/2009 12:00:00 AM +0000,11/30/2016 12:00:00 AM +0000,7,NYPD,,5056398,SI MOTOR LODGE HOTEL
0,POINT (-73.88068380418171 40.88177829037437),N,81293,2,1026214,7,2096401,2,05/13/2015 12:00:00 AM +0000,11/30/2016 12:00:00 AM +0000,4,OTHER,20056401,2030020,MOSHOLU MONTEFIORE COMMUNITY CTR
0,POINT (-73.90503644910741 40.61485994810206),,45945,2,6466,8,3238055,3,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,4,NYPD,,3296931,MILL BASIN HEALTH CLUB
0,POINT (-74.01157032154735 40.695805556692314),,263039,,14108,5,0,1,05/14/2009 12:00:00 AM +0000,07/11/2012 12:00:00 AM +0000,12,NOAA,,0,DIAMOND REEF
0,POINT (-73.97982536761543 40.778962200401224),,37084,2,4656,3,1030011,1,05/14/2009 12:00:00 AM +0000,11/07/2016 12:00:00 AM +0000,5,DoITT,,1026737,HAMILTON SENIOR CENTER
